,ticker,price,volatility,drift
1259,WST,238.410004,0.017564,-0.000422
1260,MU,54.055,0.019737,-0.000344
1261,MVT,10.67,0.008323,-0.000492
1262,CRD-B,5.45,0.021566,-0.000408
1263,KEY,17.365,0.014918,-0.000142
1264,PAOTF,4.8,0.026952,-0.000126
1265,TNK,33.212799,0.023654,0.001514
1266,MRVGF,1.32,0.034543,-0.000146
1267,NDEKY,31.17,0.019259,-4.1e-05
1268,BBSI,93.519997,0.013604,0.000425
1269,UBA,18.23,0.01156,-1e-05
1270,CCBG,33.119999,0.013259,0.000415
1271,AEM,50.59,0.018131,-8.1e-05
1272,SAFRY,30.799999,0.016936,-4.1e-05
1273,SAVE,20.174999,0.023896,-0.000316
1274,SIG,68.209999,0.027124,0.000153
1275,TR,44.93,0.011727,0.000506
1276,WNS,81.639999,0.011787,9e-05
1277,GOOG,92.474998,0.015078,-0.000314
1278,UNM,39.599998,0.01574,0.000559
1279,NRVTF,0.511,0.049274,0.001277
1280,CEVIY,5.77,0.025153,-0.000859
1281,QSR,66.245003,0.011244,8.6e-05
1282,ES,84.489998,0.009853,0.000126
1283,PEP,182.759995,0.008361,0.000322
1284,NSIT,101.190002,0.010922,5.9e-05
1285,TRIB,1.25,0.033208,-0.00062
1286,MSM,84.040001,0.010014,-4e-05
1287,WJRYY,42.040001,0.017739,-0.000274
1288,SWSH,0.93615,0.0,0.0
1289,TWIN,10.33,0.028578,-4.4e-05
1290,TEO,4.3826,0.020701,2.3e-05
1291,MRCR,1.4,0.014413,0.000787
1292,FCBC,36.044998,0.013536,0.000338
1293,OSUR,5.215,0.028063,-0.000548
1294,DCT,11.63,0.026279,-0.001442
1295,BMBLF,7.74,0.012643,-2.4e-05
1296,DOX,88.849998,0.00911,0.000203
1297,BOH,78.175003,0.011296,-4.9e-05
1298,NSM,18.27,0.012414,5.3e-05
1299,MEIP,0.23,0.049044,-0.002293
1300,BNS,49.584999,0.009475,-0.000338
1301,LC,9.51,0.034776,-0.000233
1302,VALU,55.0,0.039261,0.001607
1303,CEM,32.799999,0.015513,0.000257
1304,ISBC,13.87,0.015256,0.000849
1305,UHS,127.455002,0.016518,-8.2e-05
1306,ADP,261.234985,0.011191,0.00043
1307,LSTR,171.460007,0.012825,0.000176
1308,NUVA,42.490002,0.020113,-0.000438
1309,DG,245.550003,0.01305,0.000249
1310,MYGN,17.900101,0.02418,-0.000474
1311,BV,6.435,0.018582,-0.00112
1312,UNFI,39.200001,0.020758,0.000299
1313,CBAN,13.34,0.012149,-0.000331
1314,CALD,36.0,0.014517,0.001074
1315,JLL,162.669998,0.01657,-0.00014
1316,IDE,9.79,0.008749,-0.000331
1317,SBNY,120.794998,0.022728,-0.000738
1318,LGND,63.73,0.023538,-0.000114
1319,DRRX,3.56,0.041479,-0.001207
1320,AHKSY,14.49,0.022262,-0.000334
1321,ATASY,11.5,0.012151,0.000391
1322,PFG,88.639999,0.012927,0.00054
1323,BXMX,13.285,0.008119,-8.9e-05
1324,MSEX,90.735001,0.014016,0.000223
1325,AIN,102.580002,0.013752,0.000291
1326,TMUS,142.169998,0.011789,3.9e-05
1327,UNTY,27.4,0.011588,0.00036
1328,CSTM,11.63,0.022908,-0.000445
1329,HMC,23.924999,0.01021,-0.000358
1330,CRBJF,4.2,0.023047,0.00023
1331,PLPC,91.339897,0.016164,0.000387
1332,GILT,5.4,0.017946,-0.000714
1333,HYKUF,2.31,0.014346,-0.000199
1334,RUTH,16.41,0.020556,-0.000271
1335,INGR,98.459999,0.010078,0.000159
1336,LE,7.77,0.032432,-0.001751
1337,LPSN,12.39,0.036147,-0.001543
1338,CRK,15.13,0.030195,0.001564
1339,ZDPY,0.79,0.048969,0.001542
1340,DPSGY,39.915001,0.015488,-0.000618
1341,AOS,57.755001,0.01297,-0.00022
1342,HLRTF,0.0852,0.053378,0.000625
1343,QTNT,0.6899,0.060034,-0.005548
1344,FCT,9.76,0.007062,-0.000325
1345,MCA,13.53,0.006873,-6.5e-05
1346,WB,17.5,0.02967,-0.001075
1347,BBD,2.59,0.018156,-0.000736
1348,GIM,4.26,0.007839,-0.000339
1349,AERI,15.25,0.03512,0.000589
1350,SKLKF,15.79,0.015799,0.000334
1351,MITT,6.13,0.020006,-0.000816
1352,ARDX,1.905,0.069423,0.000453
1353,WTBA,23.59,0.013186,-0.000139
1354,SPRO,1.69,0.069801,-0.000676
1355,MLM,353.130005,0.013941,0.0001
1356,NEWT,18.403,0.018309,-0.000725
1357,APH,78.728996,0.011658,0.000249
1358,XENE,38.060001,0.033275,0.001542
1359,TRS,27.8318,0.016133,1.4e-05
1360,PPRUY,54.41,0.017589,-0.000499
1361,FTK,1.255,0.046872,0.000597
1362,VCYT,28.35,0.03642,0.00019
1363,PLCE,34.98,0.029695,-0.0009
1364,ORMP,8.3375,0.044457,0.000347
1365,PSIX,3.4,0.061497,0.00109
1366,AMBZ,39.650002,0.010701,-2.8e-05
1367,DCNSF,16.709999,0.0127,-5.1e-05
1368,NLSN,27.98,0.020068,0.000316
1369,NVS,90.735001,0.008241,2e-05
1370,CGA,5.04,0.03313,-0.000405
1371,MRO,26.9,0.023013,0.001143
1372,SREDY,10.79,0.0,0.0
1373,ELROF,6.53,0.016309,0.000307
1374,CPLP,14.005,0.018827,0.000348
1375,PDCE,62.419998,0.026073,0.000719
1376,PBA,34.044998,0.011539,0.000147
1377,PCN,12.835,0.009032,-0.000483
1378,EBIX,21.584999,0.039252,0.000169
1379,DJCO,260.01001,0.016758,-0.000216
1380,KFS,7.1,0.016791,0.000581
1381,UNAM,1.185,0.049538,-0.000604
1382,HRB,41.509998,0.01436,0.000866
1383,HQH,19.082001,0.010348,-0.000368
1384,BKCC,3.73,0.010966,-2.5e-05
1385,BYM,11.4324,0.007949,-0.000404
1386,HFBK,33.0,0.019893,0.000498
1387,ZION,47.709999,0.015979,-3.7e-05
1388,LGRDY,16.485001,0.013865,-0.000256
1389,CIZN,14.15,0.014716,-0.000277
1390,QUMU,0.5013,0.035853,-0.001728
1391,CHEF,33.889999,0.0208,0.000323
1392,SRE,162.639999,0.009751,0.000312
1393,RY,95.688004,0.008908,-4.9e-05
1394,SKX,42.685001,0.019156,-5.6e-05
1395,ATNNF,165.869995,0.011105,0.000473
1396,CGKEY,25.32,0.0,0.0
1397,REGN,738.880005,0.013967,0.000442
1398,HVT,30.73,0.01865,-0.000298
1399,MSI,267.075012,0.011752,0.000343
1400,ARLP,21.459999,0.021871,0.001724
1401,CASH,42.630001,0.017143,-0.000112
1402,NIO,12.35,0.036888,-0.00126
1403,GPT,27.48,0.008807,2.3e-05
1404,NUS,40.02,0.0169,-0.000333
1405,CJEWF,1.909,0.018111,-9.1e-05
1406,EFX,198.699997,0.015436,-0.000146
1407,HYI,12.16,0.006526,-0.000319
1408,PRFT,73.779999,0.020302,6.2e-05
1409,GMGSF,12.325,0.018239,-0.000198
1410,MXE,8.8923,0.010048,-0.000374
1411,LEU,33.869999,0.043547,0.001314
1412,EDGW,4.44,0.02201,-0.000401
1413,CECO,12.39,0.02107,0.000956
1414,ESEA,18.93,0.030523,0.000233
1415,DWHHF,22.4,0.020589,-0.001172
1416,HCSG,13.01,0.019816,-0.00104
1417,OVBC,26.764999,0.016783,0.000245
1418,GNTX,27.309999,0.012677,-0.000204
1419,PLD,116.580002,0.013239,4.8e-05
1420,AROW,33.051998,0.012072,-1.1e-05
1421,FDS,452.48999,0.011398,0.000473
1422,SJT,11.69,0.025787,0.001453
1423,CBFV,21.65,0.011907,3.2e-05
1424,MTRN,83.760002,0.017359,0.000281
1425,SASR,34.950001,0.013071,-0.000242
1426,STBA,35.119999,0.012067,0.000225
1427,KLPEF,23.700001,0.017742,4.6e-05
1428,TRNS,76.459999,0.019197,0.00056
1429,CBFC,65.0,0.008622,0.00017
1430,AMOT,35.950001,0.021157,0.000247
1431,HIVE,1.953,0.046322,-0.001765
1432,APD,315.36499,0.011563,0.000187
1433,TEVA,8.495,0.019097,-3e-05
1434,USAP,7.2,0.021834,-0.00028
1435,NPO,110.220001,0.015665,0.000294
1436,ENLAY,5.435,0.014179,-0.000634
1437,PGPEF,64.900002,0.016121,0.000153
1438,CET,34.506001,0.010949,-0.000209
1439,KR,46.220001,0.014152,0.000364
1440,OEC,18.440001,0.018851,0.000115
1441,AGRUF,14.41,0.030444,-5.2e-05
1442,JBHT,181.679993,0.014069,0.000215
1443,BLDP,5.6615,0.030492,-0.001136
1444,PTCT,39.584999,0.023422,0.000137
1445,DSU,9.4624,0.006113,-0.000241
1446,BKN,12.3736,0.009633,-0.000494
1447,ENSG,92.379997,0.013865,0.000149
1448,ESMC,0.08,0.084122,0.002216
1449,TKAMY,6.087,0.024311,-0.000469
1450,ALK,45.27,0.018277,-0.000251
1451,SLB,48.060001,0.020811,0.000729
1452,IMGN,5.015,0.03395,0.000202
1453,CLB,18.65,0.025883,-0.000679
1454,BBOX,1.09,0.060138,-0.000939
1455,MITUF,22.504999,0.008915,-0.000507
1456,KOS,5.61,0.03323,0.001156
1457,PCYG,5.04,0.026256,0.00022
1458,CEMI,0.2988,0.057348,-0.001474
1459,AXL,9.6,0.025419,8.6e-05
1460,DAKT,2.13,0.026317,-0.001203
1461,BNY,10.44,0.007382,-0.000486
1462,NVAX,16.4,0.051176,-0.00222
1463,LNDZF,0.43,0.039613,-0.000281
1464,BLRX,0.695,0.036063,-0.001307
1465,GIFI,4.68,0.019129,0.00021
1466,AKBTY,1.79,0.036158,0.001124
1467,TRVN,2.155,0.045863,-0.003033
1468,HOLI,16.805,0.024211,0.000454
1469,ANCX,23.610001,0.011082,-4.4e-05
1470,PROV,14.68,0.011232,-0.000178
1471,BRTHY,30.74,0.012246,-0.000328
1472,BIDU,114.949997,0.026893,-0.000407
1473,IPOAF,13.73,0.032223,0.000507
1474,ATAI,3.07,0.036533,-0.001741
1475,HDSN,11.775,0.032535,0.002153
1476,PSMT,65.5,0.013155,-0.000371
1477,IMOS,21.530001,0.016338,-0.000512
1478,ATHX,0.7401,0.072981,-0.002723
1479,MOBL,7.04,0.022285,0.000514
1480,C,45.009998,0.013561,-0.000533
1481,SMBC,49.700001,0.012385,0.000208
1482,BTI,41.044998,0.010331,0.000108
1483,AJISF,28.25,0.008449,-0.000277
1484,KERX,3.36,0.026957,-0.000834
1485,MMC,171.289993,0.010237,0.000306
1486,DGX,148.580002,0.010501,0.000207
1487,FCB,33.580002,0.012368,-0.000399
1488,STLD,108.113998,0.020624,0.000999
1489,III,4.92,0.022091,-5e-06
1490,ARCW,0.85,0.045673,0.000359
1491,SFM,34.07,0.017795,0.000561
1492,RGCO,22.35,0.014379,-6.4e-05
1493,CLPXY,11.16,0.027751,-0.000213
1494,EVOK,1.75,0.072589,-0.000383
1495,SOHVF,20.48,0.014028,-0.000293
1496,CZNC,23.93,0.010953,6e-06
1497,SIOPF,0.36,0.030868,-0.002414
1498,HL,5.495,0.026031,-7.1e-05
1499,WERN,43.299999,0.012977,4e-05
1500,NTWK,3.045,0.026316,-0.000257
1501,TA,45.775501,0.027156,0.000913
1502,CTRN,30.280001,0.033868,-0.000933
1503,AFG,135.960007,0.011903,0.000182
1504,IRIX,2.225,0.029014,-0.001165
1505,FORD,1.24,0.032559,-0.000671
1506,FBIZ,37.450001,0.011678,0.00046
1507,NTIOF,68.915001,0.014238,1e-06
1508,CHNR,0.3701,0.042826,-0.001122
1509,DECK,379.070007,0.020712,0.000176
1510,CDUAF,27.030001,0.011442,3.4e-05
1511,NGG,62.150101,0.009669,9e-06
1512,EOD,4.7101,0.009303,-0.00024
1513,RS,201.919998,0.014843,0.000491
1514,ORRF,25.82,0.011427,0.00021
1515,SHMDF,166.600006,0.018581,-0.000298
1516,ACN,291.320007,0.013766,5.5e-05
1517,SPOK,8.15,0.016189,-7.6e-05
1518,CARA,11.34,0.028918,8.6e-05
1519,HSIC,81.190002,0.010599,0.000156
1520,CSIQ,33.360001,0.027513,1.1e-05
1521,CBLUY,11.19,0.017456,0.000799
1522,AXAS,0.85,0.060656,-0.000164
1523,YUM,128.320007,0.010182,0.00019
1524,THS,45.060001,0.016677,0.000136
1525,EDD,4.3992,0.007687,-0.000418
1526,BBVA,5.755,0.016816,-4e-06
1527,CERE,27.26,0.034143,0.000604
1528,MMI,34.970001,0.015257,-2.1e-05
1529,AFB,10.69,0.005726,-0.000461
1530,CNI,124.739998,0.011783,0.000297
1531,JCI,64.985001,0.013628,1.1e-05
1532,MSFT,250.75,0.014044,-1.1e-05
1533,AGNC,9.915,0.013697,-0.000646
1534,IRBT,49.68,0.02254,-0.000568
1535,RSPP,47.830002,0.017826,0.000329
1536,SCSC,30.219999,0.017992,0.000244
1537,RMGOF,7.8,0.009616,0.000137
1538,CMCO,31.35,0.017341,-0.000444
1539,ICD,3.17,0.03726,0.000187
1540,YAMHF,24.9,0.017153,2.7e-05
1541,THFF,46.419998,0.009348,0.000211
1542,ZBRA,251.080002,0.017505,-0.000875
1543,ROL,38.450001,0.01274,0.000225
1544,ZTS,153.625,0.012217,-0.000211
1545,SYK,248.149994,0.013315,1.1e-05
1546,FBC,37.540001,0.015077,-9.5e-05
1547,PFIS,52.169998,0.011888,0.000351
1548,MGI,10.935,0.020067,0.000318
1549,AMZN,88.504997,0.019582,-0.000716
1550,CAAS,6.595,0.033474,0.00094
1551,DXCM,116.614998,0.021654,0.000356
1552,FIVE,178.119995,0.022369,0.000116
1553,THG,137.889999,0.011045,6.9e-05
1554,OKE,64.779999,0.0144,0.000281
1555,RELV,3.9,0.047948,0.001237
1556,GNE,10.315,0.020746,0.000884
1557,OFC,25.51,0.01257,-4.8e-05
1558,RXMD,0.0371,0.060819,0.00131
1559,BRKR,65.440002,0.016617,-7.6e-05
1560,CPRX,17.26,0.024402,0.001794
1561,SCHW,80.065002,0.015536,0.000237
1562,CHE,518.530029,0.011492,0.000165
1563,JMHLY,48.785,0.017545,-0.000209
1564,DXLG,6.34,0.031185,0.00118
1565,PFO,9.176,0.009663,-0.000469
1566,KINS,1.64,0.039958,-0.001329
1567,HUBG,80.095001,0.017053,0.000355
1568,ON,69.389999,0.024394,0.001126
1569,WBA,40.709999,0.012701,-0.000165
1570,WINA,238.279999,0.0156,0.000391
1571,CAMP,3.56,0.028631,-0.001345
1572,TDY,408.980011,0.012196,3.4e-05
1573,ESRT,6.765,0.016019,-0.000669
1574,INFY,18.4,0.012246,-0.000103
1575,AZN,69.464996,0.01174,0.000263
1576,OMAB,65.459999,0.014069,0.000416
1577,GBLI,24.620001,0.013148,-6.3e-05
1578,NHI,56.360001,0.012194,-0.000161
1579,CAIXY,1.11,0.029195,0.000529
1580,FBMS,33.744999,0.012825,-6.7e-05
1581,RFIL,5.1802,0.019756,-0.000312
1582,DOV,138.404999,0.011773,-5e-05
1583,HBAN,14.52,0.014269,0.00011
1584,FCAP,24.940001,0.015547,-0.000669
1585,WSCI,6.99,0.027202,0.001483
1586,MTSFF,19.15,0.012026,-0.00024
1587,PPBI,34.52,0.014544,-0.000186
1588,NSTG,7.305,0.038896,-0.002211
1589,LOW,202.380005,0.013744,0.00014
1590,ZEUS,32.5,0.02488,0.000394
1591,JTPY,5.04,0.048198,0.002329
1592,TCBK,51.235001,0.012328,0.000322
1593,BNSO,3.37,0.058629,0.000765
1594,IBM,147.589996,0.010098,0.00012
1595,DISH,15.32,0.023743,-0.001114
1596,CCXI,51.990002,0.045532,0.003196
1597,AMWD,54.32,0.019907,-0.000357
1598,LNDC,7.76,0.01783,-0.00035
1599,HNRDF,0.6096,0.005896,-0.000422
1600,TDG,614.76001,0.015221,2.1e-05
1601,WHF,13.13,0.010095,-0.00014
1602,HIO,3.97,0.006786,-0.000362
1603,ACTG,3.71,0.022623,-0.000504
1604,AMTD,1.7107,0.089555,0.001253
1605,SOHO,1.8401,0.026028,-0.000335
1606,GNT,5.0,0.009124,-9.4e-05
1607,AWF,9.95,0.006716,-0.000281
1608,ARII,69.970001,0.018737,0.001093
1609,INGN,20.98,0.02342,-0.001293
1610,CPT,115.050003,0.010981,-0.000143
1611,FEI,7.825,0.011711,5.2e-05
1612,NVCN,8.7,0.033297,-0.000747
1613,SANW,1.21,0.036322,-0.000845
1614,AFAM,56.0,0.018268,0.000754
1615,CYBE,54.0,0.024184,0.001122
1616,DGII,40.251999,0.017234,0.001093
1617,PPC,24.389999,0.015309,0.000252
1618,MFV,4.4,0.014674,-0.000485
1619,EGBN,45.349998,0.012121,-0.000262
1620,CPB,56.25,0.00982,0.000332
1621,SHG,29.32,0.0122,-0.000194
1622,NBHC,43.349998,0.013493,0.000283
1623,SLCA,11.86,0.030937,0.000257
1624,DNPCF,19.43,0.00867,-4.9e-05
1625,MUSA,290.26001,0.01402,0.00116
1626,BTDPF,4.72,0.024311,-0.000832
1627,COHU,35.099998,0.022784,0.000218
1628,CRVS,0.9895,0.048349,-0.000196
1629,WNGRF,129.937897,0.010739,0.000484
1630,XL,0.9158,0.039537,-0.002243
1631,ATLC,26.42,0.028133,-0.000228
1632,ESIO,29.99,0.033599,0.001953
1633,PBSK,25.309999,0.014485,0.000494
1634,KPTI,3.9199,0.042143,-0.000479
1635,FRRVF,24.790001,0.013804,-0.000148
1636,BZH,13.45,0.023659,-0.000257
1637,SUI,142.440002,0.012237,-0.000182
1638,WEC,96.599998,0.009445,0.000139
1639,UUGRY,25.120001,0.011973,-5.8e-05
1640,BERY,60.610001,0.014013,-7e-06
1641,MSCI,494.700012,0.015838,2.1e-05
1642,CNBZ,20.0,0.020733,0.000125
1643,INCR,4.68,0.032001,-3e-05
1644,PEBK,30.370001,0.010944,0.000278
1645,EFSC,49.610001,0.01138,0.000133
1646,MCHVY,13.06,0.032679,-2.4e-05
1647,CNO,22.26,0.01403,6e-06
1648,JHI,12.572,0.00764,-0.000525
1649,SNN,27.27,0.013666,-0.000558
1650,VLY,11.7,0.014439,-9.4e-05
1651,BANX,17.219999,0.011553,-0.000284
1652,ATONF,0.045,0.019202,-0.000421
1653,MRTN,20.58,0.014941,0.000393
1654,DSITF,0.9525,0.020659,-0.000718
1655,SCPJ,300.0,0.019193,0.000279
1656,UMICY,8.99,0.01825,-0.000585
1657,XTLB,1.2103,0.038743,-0.00088
1658,CENX,7.895,0.036074,9e-06
1659,DLNG,2.81,0.028191,0.0001
1660,AAPL,142.240005,0.014245,0.00015
1661,MPWR,387.190002,0.023364,0.000334
1662,BALT,26.465,0.00207,4.1e-05
1663,AIMC,59.41,0.023013,0.000121
1664,YFGSF,5.62,0.027265,-0.000602
1665,VLGEA,23.7701,0.011611,6.6e-05
1666,EARN,7.15,0.01506,-0.000579
1667,PAYC,330.105011,0.02096,5e-05
1668,DBL,14.596,0.007294,-0.000408
1669,AG,8.72,0.025674,-0.000469
1670,ALL,128.300003,0.0125,3.1e-05
1671,ABCB,50.34,0.014509,7.9e-05
1672,TNP,17.295,0.027099,0.00137
1673,IGT,24.309999,0.026085,0.000359
1674,SHPG,179.199997,0.013083,0.000189
1675,PHG,14.0799,0.018444,-0.001539
1676,ISRG,271.820007,0.017011,-3.2e-05
1677,FMNB,14.62,0.011976,-3.2e-05
1678,GABC,37.599998,0.011887,6.9e-05
1679,NR,3.905,0.029093,0.000519
1680,CVLT,64.940002,0.015972,-0.000132
1681,BLW,13.0908,0.007064,-0.000341
1682,RSNHF,3.64,0.011104,-7.1e-05
1683,CINSF,0.81,0.017069,-0.001058
1684,PRMRF,21.49,0.033865,0.001136
1685,GEOS,4.18,0.028626,-0.000548
1686,HAFC,25.32,0.014882,0.000489
1687,MCCK,26.1,0.012506,-7.8e-05
1688,HEQ,11.72,0.010842,-0.000122
1689,GENE,1.15,0.031122,-0.001316
1690,AGO,63.075001,0.014119,0.000476
1691,ENZN,0.275,0.055885,0.000362
1692,GURE,3.5619,0.030006,-0.000305
1693,BRKL,13.75,0.011753,-5.4e-05
1694,CABGY,25.68,0.013949,-0.000426
1695,MRTX,40.860001,0.034478,-0.00133
1696,AAALY,34.650002,0.006885,0.000326
1697,STM,38.450001,0.020386,0.000282
1698,SID,2.68,0.026319,-0.001252
1699,POAHY,5.845,0.020209,-0.000641
1700,AHODF,30.1,0.013349,0.000115
1701,FRPT,56.25,0.027773,-0.001063
1702,PNF,9.27,0.011334,-0.00038
1703,COWN,38.615002,0.01803,6.5e-05
1704,AVGO,545.570007,0.01481,0.000315
1705,PAI,11.899,0.008856,-0.000334
1706,EQS,1.65,0.033473,0.000346
1707,ACRX,2.35,0.04908,-0.00215
1708,COBZ,22.139999,0.010506,0.000468
1709,ABG,180.490005,0.020963,0.000254
1710,BAH,105.080002,0.011904,0.000342
1711,BANGN,98.25,0.031984,-5e-05
1712,MELI,875.119995,0.031096,-0.000295
1713,UMPQ,18.465,0.01427,7.6e-05
1714,BRP,26.870001,0.028192,0.000385
1715,KNDI,2.28,0.026576,-0.000959
1716,MHNC,18.309999,0.01358,-0.000282
1717,TJX,78.349998,0.015206,0.000312
1718,LAD,220.940002,0.019462,-0.000453
1719,ICL,8.25,0.017756,0.000406
1720,WEYS,25.549999,0.017069,0.000291
1721,WWE,74.775002,0.011863,0.00041
1722,BASFY,12.325,0.01612,-0.000532
1723,MTBC,3.23,0.029338,-0.000895
1724,SRDX,35.98,0.020339,-0.00036
1725,FDUS,19.08,0.010385,0.000185
1726,RDI,2.925,0.021413,-0.000918
1727,HSY,236.449905,0.008793,0.000461
1728,CDEVY,5.94,0.027924,0.00051
1729,EXP,135.889999,0.015727,5.3e-05
1730,MRIN,1.26,0.05609,-0.001827
1731,MSB,17.697399,0.026818,-0.000612
1732,ATEN,18.440001,0.021869,0.000896
1733,PANW,161.205002,0.0205,0.000574
1734,AEHR,24.889999,0.051235,0.004345
1735,MBCN,28.7925,0.011163,0.000341
1736,TNXP,0.5391,0.055689,-0.004199
1737,HIE,10.39,0.01065,4e-05
1738,MITL,11.15,0.010846,0.000645
1739,RIOCF,15.209,0.020334,-1.9e-05
1740,MGU,23.67,0.009417,7.1e-05
1741,VPRIF,0.035,0.043314,-0.001024
1742,MKC,85.514999,0.010334,1.5e-05
1743,MORN,232.779999,0.014652,-1.5e-05
1744,CCK,79.419998,0.014769,-0.000254
1745,IGR,6.1,0.011416,-0.000443
1746,CCRN,29.395,0.028971,0.001213
1747,MGIC,16.172701,0.014743,9.7e-05
1748,SVA,6.47,0.0,0.0
1749,GMELF,0.0134,0.087244,0.000247
1750,TAST,1.405,0.030243,-0.001552
1751,IRL,9.35,0.016347,-0.00023
1752,DOW,50.480099,0.013049,-0.000229
1753,BLIN,1.3913,0.046724,-0.000852
1754,HR,19.309999,0.0131,-0.000367
1755,AMT,214.130005,0.012611,-0.00024
1756,SZHIF,7.985,0.020712,-0.001335
1757,NOA,13.03,0.018283,-4e-05
1758,BYCBF,1908.25,0.013823,-0.00016
1759,NMIH,19.889999,0.016302,-4.9e-05
1760,VPG,39.470001,0.013585,0.000273
1761,OFIX,20.209999,0.018586,-0.000801
1762,BCRX,11.065,0.0313,-3.8e-05
1763,IFCZF,149.600006,0.008649,0.000169
1764,SON,60.169998,0.011021,-8e-05
1765,SRC,41.200001,0.01225,-0.000131
1766,CHTR,385.589996,0.01506,-0.000745
1767,LBRDA,88.194801,0.014065,-0.000792
1768,AFCB,48.25,0.015897,0.000626
1769,SMSI,2.14,0.025801,-0.000875
1770,BWP,12.05,0.011951,-0.000523
1771,WTS,152.264999,0.014269,0.000156
1772,KLIC,47.380001,0.024296,-2.1e-05
1773,BCBP,18.549999,0.011496,0.000502
1774,LEDS,2.26,0.039262,-0.001945
1775,OTEX,28.705,0.012644,-0.000719
1776,CECE,12.19,0.021054,0.000951
1777,SPNS,18.23,0.017851,-0.000358
1778,STBFF,33.099998,0.005693,-0.000208
1779,UTF,24.639999,0.009417,-0.000138
1780,RIG,3.94,0.033682,0.000255
1781,FKKFY,9.699,0.017611,0.000247
1782,KOPN,1.46,0.037301,-0.001624
1783,TEI,4.9524,0.010258,-0.000597
1784,ALCO,27.25,0.013466,-0.000254
1785,FCCO,20.038,0.013737,8.3e-05
1786,MSLOF,24.34,0.075522,0.004471
1787,TPX,32.014999,0.020988,-0.000136
1788,SATS,16.49,0.016558,-0.000405
1789,CTRYF,0.39,0.048818,-0.00029
1790,TENX,0.1287,0.059181,-0.002054
1791,AMD,69.385002,0.025242,-8.7e-05
1792,MUX,5.24,0.031391,-0.000814
1793,WAFD,33.77,0.011866,0.000149
1794,QUOT,3.115,0.030391,-0.00133
1795,ARL,22.6,0.033718,0.001727
1796,RHP,89.459999,0.01839,0.00036
1797,ODFL,299.160004,0.016321,0.000336
1798,GNW,5.015,0.016439,0.000462
1799,HTHIY,103.019997,0.016549,-1e-05
1800,ANCB,25.77,0.005973,5.1e-05
1801,FMC,125.650002,0.012958,0.000284
1802,GAIA,2.6287,0.028175,-0.001568
1803,EMKR,1.26,0.026256,-0.002431
1804,MOV,31.27,0.01992,0.000172
1805,OIA,6.7856,0.010063,-0.000227
1806,TATT,5.9,0.030034,0.000444
1807,CLX,148.139999,0.013402,-0.000168
1808,VCV,9.92,0.006678,-0.000447
1809,TORM,2.3,0.058933,0.001707
1810,AIG,62.724998,0.013991,0.000457
1811,GNCA,0.0118,0.088418,-0.003544
1812,EXC,41.555,0.010803,0.000413
1813,PERY,27.5,0.014451,0.000618
1814,RDCM,10.31,0.019638,8.4e-05
1815,AEO,15.645,0.025434,-0.000878
1816,JACK,69.209999,0.018489,-0.000499
1817,CVE,17.875,0.022805,0.001069
1818,MCHP,76.449997,0.01878,0.000224
1819,DIOD,86.870003,0.02007,0.000329
1820,MDU,30.637199,0.010194,8e-06
1821,RNA,11.62,0.037465,-0.00028
1822,PBCO,14.0,0.007519,-5.6e-05
1823,MNKD,4.815,0.028508,0.000229
1824,ANIK,30.735001,0.018148,-0.000341
1825,CWT,63.43,0.011761,0.000238
1826,PNC,154.789993,0.013305,-0.000205
1827,LIME,6.07,0.060319,0.003403
1828,NCV,3.6822,0.011849,-0.000648
1829,ACIW,21.025,0.016637,-0.000655
1830,CATY,43.16,0.01313,0.000206
1831,HE,41.209999,0.009903,6e-06
1832,KACPF,9.0,0.0,0.0
1833,ORI,23.844999,0.011419,-1.5e-05
1834,SHECY,31.125,0.019604,-0.000229
1835,DHF,2.287,0.00877,-0.000537
1836,JRVR,22.129999,0.018166,-0.000557
1837,GTLS,118.690002,0.026742,6.4e-05
1838,SENEB,64.120003,0.017794,0.000402
1839,NWSA,18.030001,0.016313,-0.000376
1840,BPXXY,4.13,0.031487,0.000304
1841,TX,30.045,0.019091,-0.000169
1842,GPTGF,2.86,0.014025,-0.000118
1843,VRTX,313.144989,0.012739,0.00068
1844,ITIC,153.970001,0.016047,-5.3e-05
1845,AZO,2447.054932,0.012276,0.000722
1846,FPRUF,44.685001,0.015441,-0.000514
1847,ONEQ,43.41,0.012125,-0.000284
1848,LOAN,5.6,0.017975,-0.00031
1849,PHOJY,22.089899,0.034746,0.000919
1850,LQDT,13.3197,0.027829,-0.000419
1851,MOG-A,84.610001,0.013724,9.3e-05
1852,MDT,79.129997,0.010971,-0.000578
1853,KRG,21.875,0.015683,0.00011
1854,CO,2.9876,0.033392,-0.000235
1855,JAPSY,10.01,0.017934,3.4e-05
1856,KANG,20.540001,0.012507,0.000623
1857,VUPPF,88.0,0.009458,-0.000391
1858,WAB,101.449997,0.013287,0.000383
1859,EMN,85.605003,0.014292,-0.000325
1860,GER,12.75,0.012745,0.000223
1861,CHI,11.24,0.011238,-0.000362
1862,NJR,49.880001,0.011152,0.000347
1863,DYNT,0.45,0.039464,-0.000553
1864,OTSKY,16.610001,0.019398,-0.000109
1865,MTG,13.12,0.013111,-1.5e-05
1866,SAM,358.230011,0.022312,-0.001111
1867,UPLD,7.401,0.026014,-0.002029
1868,RF,22.264999,0.015498,0.000238
